value, var1, var2, var3, var4, var5, var6, var7, var8, var9, var10, var11, var12, var13, var14, var15, var16, var17, var18, var19,var20
10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999.477287,-0.52271309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005.48478,6.007488939,-0.52271309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001.9922,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10013.26178,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10022.18869,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10025.57239,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10029.03549,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0,0,0,0,0,0,0
10022.86227,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0,0,0,0,0,0
10018.46247,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0,0,0,0,0
10022.41364,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0,0,0,0
10027.09795,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0,0,0
10031.19676,4.098813501,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0,0
10035.88488,4.688123905,4.098813501,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0,0
10029.78567,-6.099208862,4.688123905,4.098813501,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0,0
10027.98979,-1.795887959,-6.099208862,4.688123905,4.098813501,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0,0
10043.27183,15.28204708,-1.795887959,-6.099208862,4.688123905,4.098813501,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0,0
10047.188,3.91616903,15.28204708,-1.795887959,-6.099208862,4.688123905,4.098813501,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0,0
10054.26789,7.079888983,3.91616903,15.28204708,-1.795887959,-6.099208862,4.688123905,4.098813501,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0,0
10068.17468,13.90678794,7.079888983,3.91616903,15.28204708,-1.795887959,-6.099208862,4.688123905,4.098813501,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309,0
10067.63657,-0.53810998,13.90678794,7.079888983,3.91616903,15.28204708,-1.795887959,-6.099208862,4.688123905,4.098813501,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939,-0.52271309
10069.21413,1.577560732,-0.53810998,13.90678794,7.079888983,3.91616903,15.28204708,-1.795887959,-6.099208862,4.688123905,4.098813501,4.684303954,3.951173469,-4.399800027,-6.173223338,3.463101954,3.383702259,8.926907859,11.26958025,-3.492576327,6.007488939
